name,aab1-Primary solid Tumor,aab4-Primary solid Tumor,aab6-Primary solid Tumor,aab8-Primary solid Tumor,aab9-Primary solid Tumor,aaba-Primary solid Tumor,aabe-Primary solid Tumor,aabf-Primary solid Tumor,aabh-Primary solid Tumor,aabi-Primary solid Tumor,aabk-Primary solid Tumor,aabo-Primary solid Tumor,aabp-Primary solid Tumor,aabr-Primary solid Tumor,aabt-Primary solid Tumor,aabu-Primary solid Tumor,aabv-Primary solid Tumor,aaqa-Primary solid Tumor,aaqe-Primary solid Tumor,aaqi-Primary solid Tumor,aaqj-Primary solid Tumor,aaql-Primary solid Tumor,a9i5-Primary solid Tumor,a9i7-Primary solid Tumor,a9i9-Primary solid Tumor,a9ib-Primary solid Tumor,a9ic-Primary solid Tumor,a9ih-Primary solid Tumor,a9iu-Primary solid Tumor,a9ix-Primary solid Tumor,a9iz-Primary solid Tumor,a9j0-Primary solid Tumor,aaay-Primary solid Tumor,aaaz-Primary solid Tumor,6879-Primary solid Tumor,6880-Primary solid Tumor,7273-Primary solid Tumor,7276-Primary solid Tumor,a44g-Primary solid Tumor,a44h-Primary solid Tumor,a7tx-Primary solid Tumor,a8yn-Primary solid Tumor,a4p5-Primary solid Tumor,a4p6-Primary solid Tumor,a545-Primary solid Tumor,a5vm-Primary solid Tumor,a78t-Primary solid Tumor,a7dr-Primary solid Tumor,aapp-Primary solid Tumor,aapq-Primary solid Tumor,aaps-Primary solid Tumor,aapu-Primary solid Tumor,aapy-Primary solid Tumor,aapz-Primary solid Tumor,aaq0-Primary solid Tumor,aaq1-Primary solid Tumor,aaq2-Primary solid Tumor,aaq3-Primary solid Tumor,aaq6-Primary solid Tumor,8124-Solid Tissue Normal,8124-Primary solid Tumor,a45n-Solid Tissue Normal,a45n-Primary solid Tumor,a6c1-Primary solid Tumor,a5a3-Solid Tissue Normal,a5a3-Primary solid Tumor,a5a4-Primary solid Tumor,a5a5-Primary solid Tumor,a5a6-Primary solid Tumor,a7ol-Primary solid Tumor,a7op-Primary solid Tumor,aa8v-Primary solid Tumor,aa8x-Primary solid Tumor,7289-Primary solid Tumor,7918-Primary solid Tumor,7919-Primary solid Tumor,7920-Primary solid Tumor,7922-Primary solid Tumor,7923-Primary solid Tumor,7924-Primary solid Tumor,7925-Primary solid Tumor,7926-Primary solid Tumor,8001-Primary solid Tumor,8002-Primary solid Tumor,8003-Primary solid Tumor,8005-Primary solid Tumor,8315-Primary solid Tumor,8317-Primary solid Tumor,8519-Primary solid Tumor,8636-Primary solid Tumor,8637-Primary solid Tumor,8638-Primary solid Tumor,a49g-Primary solid Tumor,a49h-Primary solid Tumor,a49i-Primary solid Tumor,a4bh-Primary solid Tumor,a4bk-Primary solid Tumor,a77o-Primary solid Tumor,a77p-Primary solid Tumor,a77q-Primary solid Tumor,a8p0-Primary solid Tumor,a8p1-Primary solid Tumor,a9tj-Metastatic,a9tj-Primary solid Tumor,7644-Primary solid Tumor,7645-Primary solid Tumor,7646-Primary solid Tumor,7647-Primary solid Tumor,7649-Primary solid Tumor,7651-Primary solid Tumor,7652-Primary solid Tumor,7654-Primary solid Tumor,7885-Primary solid Tumor,7886-Primary solid Tumor,7887-Primary solid Tumor,7888-Primary solid Tumor,7889-Primary solid Tumor,7890-Primary solid Tumor,7891-Primary solid Tumor,7893-Primary solid Tumor,7897-Primary solid Tumor,8126-Primary solid Tumor,8127-Primary solid Tumor,a5so-Primary solid Tumor,a5sp-Primary solid Tumor,a5sq-Primary solid Tumor,a5ss-Primary solid Tumor,a5st-Primary solid Tumor,a6uf-Primary solid Tumor,a6ug-Primary solid Tumor,a7lx-Primary solid Tumor,a7m4-Primary solid Tumor,aaum-Primary solid Tumor,aaun-Primary solid Tumor,aauo-Primary solid Tumor,aaup-Primary solid Tumor,aauq-Primary solid Tumor,aaur-Primary solid Tumor,aaus-Primary solid Tumor,aaut-Primary solid Tumor,aauu-Primary solid Tumor,aauv-Primary solid Tumor,aauw-Primary solid Tumor,a7w4-Primary solid Tumor,a7sx-Primary solid Tumor,a8f3-Primary solid Tumor,a9q5-Primary solid Tumor,a5n4-Primary solid Tumor,a75w-Primary solid Tumor,a5re-Primary solid Tumor,a5qy-Primary solid Tumor,aa2a-Primary solid Tumor,a7b8-Primary solid Tumor,aa9m-Primary solid Tumor,aaas-Primary solid Tumor,a8rm-Primary solid Tumor,a8ro-Primary solid Tumor,a8rp-Primary solid Tumor,a774-Primary solid Tumor,a776-Primary solid Tumor,a779-Primary solid Tumor,a77e-Primary solid Tumor,a77g-Primary solid Tumor,a77j-Primary solid Tumor,aaug-Primary solid Tumor,aauh-Primary solid Tumor,aaui-Primary solid Tumor,aaul-Primary solid Tumor,a8t3-Primary solid Tumor,a8t5-Primary solid Tumor,a89d-Solid Tissue Normal,a89d-Primary solid Tumor,a8sy-Primary solid Tumor,a8lh-Primary solid Tumor,aapl-Primary solid Tumor
IFN_Human_Signature,0.5770997619000949,0.6958542156806679,0.703106855784469,0.595637146791949,-0.566320473820343,-0.673487971977792,0.0297702789289402,0.715457979909423,-0.519800070384674,-0.528754776481662,0.185708633221673,-0.0681085650342727,0.0693838814729612,-0.16851266338647902,-0.47528832296593004,-0.37361642666972794,-0.36206834086514206,-0.35579128364489004,0.6629931323271229,0.339131975363873,-0.36604438904027903,-0.19147756735812302,-0.485430328131432,0.187454504282719,-0.49159532102763104,0.3819435038973471,-0.232064567284031,0.471676107278262,0.35415865669426294,-0.370544559023531,-0.392642201908594,-0.582560339349278,0.6925770605023549,-0.677735619093791,0.6852252563971389,-0.691510569782204,0.150626252560499,-0.35284254685705796,-0.0377858993541181,-0.4702474235947379,0.7474645977113872,-0.450502825466735,0.6728728761970889,0.40358579707586206,-0.583765176176141,0.599182435317683,-0.13459192033134101,0.656338446210842,-0.6020192347344699,-0.46800442411649895,0.649279548863575,-0.534189277601274,0.613897079609084,-0.47856282255048704,0.47164720186498105,-0.0541077272323414,-0.529951055191791,0.7068386703087901,-0.186330586339298,-0.10663418368498198,-0.652342953790171,0.6133219237556421,-0.138526620179951,0.311676561963422,0.0559840311878717,-0.193439805111775,0.690245649047562,0.538803880386483,0.529886853778499,0.7373775398301129,-0.215007083431543,0.159606141433577,0.660365559118986,-0.264111392200575,0.278070127888716,0.4580196559697,-0.554365705557518,-0.383812947818074,-0.261740071365909,-0.590862993871854,0.48727842615051997,-0.45656520263690203,0.33202620847226394,-0.40150822769331107,0.35282452942297704,0.252297931774197,0.448336715888064,-0.5624575395023989,-0.41032390304027505,-0.530462930614681,0.6790838662720411,-0.248755839906084,0.52103479387721,0.14367796174662198,0.692050703668448,0.745770375156783,0.5555491063716391,-0.0415661755660073,-0.35645989200026296,0.569641426141668,-0.641004933180717,-0.459609304929889,-0.5972345234843779,-0.201578841597055,-0.200778166938017,-0.28755783191570694,0.6819056409445029,0.18339027411658498,0.326393481281195,0.732862415909233,-0.358399348111498,0.286261748586565,-0.349496582525002,0.662276666869413,-0.465077455888672,-0.22174564406784802,-0.403948501979229,-0.5690243170603331,0.6418161319470871,0.393206108695554,0.0862825850505318,-0.0692674003707222,0.70075437122217,0.617721159268153,0.467326786021479,-0.413040771985994,0.571097274943437,0.303850828090255,-0.00245363181541358,-0.49674852121047897,-0.38222893144955106,0.5348445357200771,-0.6401455903278829,0.347761559673046,0.792448129141142,-0.0572536580244827,0.626029983626919,-0.37433161113201596,0.7342834729062461,0.101849247683085,0.616641377838739,-0.42370105906613104,-0.0118472227631139,-0.296825159180865,0.17933411980039102,-0.0457519834626689,-0.19998146520869697,0.686503157444589,0.5254064622662801,0.6364585071489761,0.11020639167842598,0.0393749194314786,0.142974948729263,-0.675003536197703,0.31352297604723806,-0.592751283908865,0.35907669091582395,-0.43939289636299395,0.33042034974825896,-0.45392193306406997,-0.41618153751988396,0.586952793191489,0.261981464909815,-0.473577497635723,-0.603456589052305,-0.6124591489707579,-0.516848600117961,0.219965153281139,-0.28261745745405104,-0.121919096074737,0.112431388743685,0.469761687793717,0.6584141309268039,0.5857349957342621,0.6381675609288101
